game_id,nameOfGames,released_date,rating,summary
641,Mafia: Trilogy,2020-05-19,0,"Be immersed into the brutal world of organized crime spanning three eras of illicit activity in America. For the first time ever, play all three crime dramas in the Mafia franchise in glorious 4K and Ultra HD detail, including the built from the ground up, faithfully reimagined edition of the critically acclaimed original, Mafia."
642,Mafia II: Director’s Cut,2011-12-01,80.58493,"Mafia II: Director's Cut is a Compilation game, developed by 2K Czech and published by 2K Games, which was released in 2011.  Live the life of Vito Scaletta, a small-time gangster with plenty of ambition and a talent for taking care of business. As Vito rises through the ranks of a powerful mob family, he soon discovers that life as a wise guy is as dangerous as it is glamorous.  In a gripping and stylish action adventure, Vito must prove himself an efficient enforcer, a skilled getaway driver and a reliable hit-man. Set in a mythic post-war America, Mafia II: Director’s Cut tells an intense story of friendship, loyalty, betrayal and revenge."
643,Mafia III: Definitive Edition,2020-05-19,47.12207,"Mafia III: Definitive Edition includes the main game, all Story DLC (Faster, Baby!, Stones Unturned, Sign of the Times) and Bonus Packs (Family Kick-Back Pack and Judge, Jury & Executioner Weapons Pack) bundled in one place for the first time."
644,Mafia II: Definitive Edition,2020-05-19,70.41193,"Remastered in stunning HD detail, live the life of a gangster during the Golden-era of organized crime. War hero Vito Scaletta becomes entangled with the mob in hopes of paying his father’s debts. Alongside his buddy Joe, Vito works to prove himself, climbing the family ladder with crimes of larger reward, status and consequence.  It includes the DLCs released for the original game (""The Betrayal of Jimmy"", ""Jimmy's Vendetta"", and ""Joe's Adventures"")."
645,Mafia III,2016-10-06,67.24509,"It’s 1968 and the rules have changed. After years in Vietnam, Lincoln Clay knows this truth: Family isn’t who you’re born with, it’s who you die for."
646,Mafia II,2010-08-24,81.69188,"The storyline for Mafia II is a gritty drama and chronicles the rise of Vito Scaletta, the son of Sicilian immigrants. As the game progresses, Vito joins the Falcone crime family and becomes ""a made man"" along with his best friend Joe Barbaro."
647,Mafia: The Game,2020-02-14,0,"Game Of Mafia is an adventure game set in New York City in the mid-1920s. You play as Frank, an ordinary postman whose quiet life changes dramatically when he meets his old friend. Opening your own bar sounds much better than delivering packages for the rest of life."
648,Mafia City,2017-05-15,0,"Time is running out! You play as a man named ""The Canario"". Fight hordes of enemies and try to survive in this city without laws. It's time to teach them a lesson!"
649,MAFIA: Family's Secret,2022-01-08,0,"Mafia: Family's Secret is a top-down shooting game. Kill your enemies, go through all the missions and discover the secrets of Guidice mafia family."
650,The Last Hope: Trump vs Mafia,2017-01-20,40,"You are Trump, the President of all Countries. Shortly after being sworn in, you travel to Europe for a conference, but your airplane is shot-down by mafia members. The Mafia and terrorists from all ex-countries join forces against you. Now you have to fix this mess."
651,Mafia III: Rivals,2016-10-07,0,"Begin your life of crime squaring off against rival gangs in battle RPG combat. Recruit and train 40 crime bosses from the Mafia III universe as they join your crew, and destroy any foes getting in the way. Outfit New Bordeaux's newest hit squad with an assortment of deadly weaponry and other gear. Join up with friends and battle players worldwide to see who has the deadliest crew in New Bordeaux."
652,MAFIA: Sex Noir,2022-03-03,0,Mafia Sex Noir is a visual novel game with Live2D animated sex scenes.
653,Doodle Mafia,2016-06-22,70,WATCH YOUR CRIME CITY COME ALIVE AS YOU PLAY! Doodle Mafia is the biggest “Doodle” game ever! Over 500 puzzles to solve and items to create as you play the role of Crime Boss or Cop. You decide how you want to play as you play through multiple hard-nosed storylines & play modes.
654,Forza Motorsport,2023-10-10,80.95602,"Out-build the competition in the new career. Race your friends in adjudicated multiplayer events. Compete in over 500 cars on world-famous tracks with cutting-edge AI, advanced physics, tire and fuel strategy, and driver and safety ratings."
655,Forza Horizon 3,2016-09-27,83.62276,"You’re in charge of the Horizon Festival. Customize everything, hire and fire your friends, and explore Australia in over 350 of the world’s greatest cars. Make your Horizon the ultimate celebration of cars, music, and freedom of the open road. How you get there is up to you."
656,Forza Horizon 5,2021-11-08,0,"Your Ultimate Horizon Adventure awaits! Explore the vibrant and ever-evolving open world landscapes of Mexico with limitless, fun driving action in hundreds of the world’s greatest cars. The Deluxe Edition includes the full game and Car Pass."
657,Forza Horizon 4,2018-10-02,0,"Dynamic seasons change everything at the world’s greatest automotive festival. Go it alone or team up with others to explore beautiful and historic Britain in a shared open world. Collect, modify and drive over 450 cars. Race, stunt, create and explore – choose your own path to become a Horizon Superstar.  The Forza Horizon 4 Deluxe Edition digital bundle includes the Car Pass and the Formula Drift Car Pack."
658,Forza Motorsport 7,2017-10-03,75.40162,"Forza Motorsport 7 immerses players in the exhilarating thrill of competitive racing. From mastering the new motorsport-inspired campaign to collecting a wide range of cars to experiencing the excitement of driving at the limit, this is Forza reimagined."
659,Forza Street,2018-05-05,0,"Enter the ultimate street racing scene to win the car collection of your dreams. Pick an event, set your lineup, and race for infamy.  COLLECT AND UPGRADE ICONIC CARS Race to collect legendary cars – from classic muscle to modern sports and retro supercars – turning your garage into a trophy case.  TRUE CINEMATIC RACING Streamlined controls focus on timing for gas, brake, and boost as action-cams chase the adrenaline up close.  RACE ON YOUR TERMS Race anytime, anywhere. Squeeze in a quick one-minute race or get immersed in an endless story with multiple paths to victory."
660,Forza Horizon,2012-10-23,0,"Your Ultimate Horizon Adventure awaits! Explore the vibrant and ever-evolving open world landscapes of Mexico with limitless, fun driving action in hundreds of the world’s greatest cars. The Deluxe Edition includes the full game and Car Pass."
661,Forza Motorsport 3,2009-10-22,80.00789,Forza Motorsport 3 is a racing video game developed for Xbox 360 by Turn 10 Studios. It was released in October 2009. It is the sequel to Forza Motorsport 2 and the third installment in the Forza Motorsport series. The game includes more than 400 customizable cars (More than 500 cars in the Ultimate Collection version) from 50 manufacturers and more than 100 race track variations with the ability to race up to eight cars on track at a time. These cars vary from production cars to race cars such as those from the American Le Mans Series.[1]
662,Forza Motorsport 5,2013-11-22,75.28283,"Forza Motorsport 5 is a cinematic automotive journey starring the world’s greatest cars and tracks. Built from the ground up to take advantage of Xbox One and the vast power of the cloud, no game better delivers the wide-eyed thrill of racing."
663,Forza Motorsport 2,2007-05-29,78.25583,"Forza Motorsport 2 brings Microsoft's racing sim series to the Xbox 360 with new tracks, new cars, and an impressive livery editor."
